Case ID,Activity,Timestamp,Resource,Loan type,Amount,Channel,Region,Outcome
L0275,Check completeness,2025-02-13 17:33:00,Ana,Mortgage,358400.00,Branch,North,Approved
L0275,Assess credit,2025-02-14 21:24:00,Farah,Mortgage,358400.00,Branch,North,Approved
L0275,Manual review,2025-02-16 19:51:00,Gil,Mortgage,358400.00,Branch,North,Approved
L0275,Approve application,2025-02-17 05:49:00,Farah,Mortgage,358400.00,Branch,North,Approved
L0275,Send offer,2025-02-17 09:54:00,Ana,Mortgage,358400.00,Branch,North,Approved
L0275,Sign contract,2025-02-18 21:40:00,Dana,Mortgage,358400.00,Branch,North,Approved
L0276,Submit application,2025-05-20 13:00:00,Portal,Personal,13400.00,Online,North,Approved
L0276,Check completeness,2025-05-20 18:19:00,Dana,Personal,13400.00,Online,North,Approved
L0276,Assess credit,2025-05-22 14:08:00,Farah,Personal,13400.00,Online,North,Approved
L0276,Approve application,2025-05-22 22:58:00,Farah,Personal,13400.00,Online,North,Approved
L0276,Send offer,2025-05-23 02:42:00,Ben,Personal,13400.00,Online,North,Approved
L0276,Sign contract,2025-05-29 03:25:00,Ana,Personal,13400.00,Online,North,Approved
L0277,Submit application,2025-02-14 11:00:00,Portal,Mortgage,112300.00,Online,North,Approved
L0277,Check completeness,2025-02-14 18:28:00,Dana,Mortgage,112300.00,Online,North,Approved
L0277,Assess credit,2025-02-16 10:16:00,Farah,Mortgage,112300.00,Online,North,Approved
L0277,Manual review,2025-02-19 01:43:00,Gil,Mortgage,112300.00,Online,North,Approved
L0277,Approve application,2025-02-19 14:44:00,Farah,Mortgage,112300.00,Online,North,Approved
L0277,Send offer,2025-02-19 19:20:00,Ana,Mortgage,112300.00,Online,North,Approved
L0277,Sign contract,2025-02-25 20:47:00,Chen,Mortgage,112300.00,Online,North,Approved
L0278,Submit application,2025-01-31 09:00:00,Ben,Mortgage,327800.00,Broker,West,Rejected
L0278,Check completeness,2025-01-31 17:37:00,Dana,Mortgage,327800.00,Broker,West,Rejected
L0278,Assess credit,2025-02-01 22:17:00,Farah,Mortgage,327800.00,Broker,West,Rejected
L0278,Manual review,2025-02-03 01:48:00,Gil,Mortgage,327800.00,Broker,West,Rejected
L0278,Reject application,2025-02-03 08:21:00,Farah,Mortgage,327800.00,Broker,West,Rejected
L0279,Submit application,2025-04-21 11:00:00,Portal,Business,124300.00,Online,East,Approved
L0279,Check completeness,2025-04-21 17:15:00,Ana,Business,124300.00,Online,East,Approved
L0279,Assess credit,2025-04-22 09:29:00,Eli,Business,124300.00,Online,East,Approved
L0279,Manual review,2025-04-24 17:25:00,Gil,Business,124300.00,Online,East,Approved
L0279,Approve application,2025-04-25 16:06:00,Farah,Business,124300.00,Online,East,Approved
L0279,Send offer,2025-04-25 17:13:00,Chen,Business,124300.00,Online,East,Approved
L0279,Sign contract,2025-04-29 21:03:00,Ben,Business,124300.00,Online,East,Approved
L0280,Submit application,2025-03-19 09:00:00,Portal,Personal,12500.00,Online,North,Approved
L0280,Check completeness,2025-03-19 20:53:00,Ben,Personal,12500.00,Online,North,Approved
L0280,Assess credit,2025-03-20 13:26:00,Farah,Personal,12500.00,Online,North,Approved
L0280,Approve application,2025-03-21 13:16:00,Farah,Personal,12500.00,Online,North,Approved
L0280,Send offer,2025-03-21 15:06:00,Ben,Personal,12500.00,Online,North,Approved
L0280,Sign contract,2025-03-25 12:14:00,Ben,Personal,12500.00,Online,North,Approved
L0281,Submit application,2025-05-30 11:00:00,Dana,Auto,27300.00,Broker,South,Rejected
L0281,Check completeness,2025-05-30 20:45:00,Ben,Auto,27300.00,Broker,South,Rejected
L0281,Request documents,2025-05-30 22:12:00,Dana,Auto,27300.00,Broker,South,Rejected
L0281,Receive documents,2025-06-05 23:35:00,Chen,Auto,27300.00,Broker,South,Rejected
L0281,Assess credit,2025-06-07 20:23:00,Farah,Auto,27300.00,Broker,South,Rejected
L0281,Reject application,2025-06-09 05:45:00,Eli,Auto,27300.00,Broker,South,Rejected
L0282,Submit application,2025-04-08 10:00:00,Portal,Personal,12300.00,Online,South,Approved
L0282,Check completeness,2025-04-08 12:15:00,Ben,Personal,12300.00,Online,South,Approved
L0282,Request documents,2025-04-08 13:37:00,Ben,Personal,12300.00,Online,South,Approved
L0282,Receive documents,2025-04-12 02:10:00,Chen,Personal,12300.00,Online,South,Approved
L0282,Assess credit,2025-04-13 07:20:00,Farah,Personal,12300.00,Online,South,Approved
L0282,Approve application,2025-04-14 05:45:00,Farah,Personal,12300.00,Online,South,Approved
L0282,Send offer,2025-04-14 08:02:00,Ben,Personal,12300.00,Online,South,Approved
L0282,Sign contract,2025-04-16 10:51:00,Chen,Personal,12300.00,Online,South,Approved
L0283,Submit application,2025-01-16 13:00:00,Ana,Personal,9700.00,Branch,South,Approved
L0283,Check completeness,2025-01-17 05:51:00,Ana,Personal,9700.00,Branch,South,Approved
L0283,Assess credit,2025-01-17 16:25:00,Eli,Personal,9700.00,Branch,South,Approved
L0283,Approve application,2025-01-18 00:54:00,Farah,Personal,9700.00,Branch,South,Approved
L0283,Send offer,2025-01-18 04:00:00,Ben,Personal,9700.00,Branch,South,Approved
L0283,Sign contract,2025-01-21 12:47:00,Ana,Personal,9700.00,Branch,South,Approved
L0284,Submit application,2025-04-03 13:00:00,Ana,Auto,36000.00,Branch,South,Approved
L0284,Check completeness,2025-04-03 15:26:00,Chen,Auto,36000.00,Branch,South,Approved
L0284,Assess credit,2025-04-04 01:35:00,Eli,Auto,36000.00,Branch,South,Approved
L0284,Approve application,2025-04-05 00:27:00,Farah,Auto,36000.00,Branch,South,Approved
L0284,Send offer,2025-04-05 05:40:00,Ben,Auto,36000.00,Branch,South,Approved
L0284,Sign contract,2025-04-09 08:12:00,Ana,Auto,36000.00,Branch,South,Approved
L0285,Submit application,2025-02-04 13:00:00,Portal,Business,54100.00,Online,North,Rejected
L0285,Check completeness,2025-02-05 00:44:00,Ana,Business,54100.00,Online,North,Rejected
L0285,Request documents,2025-02-05 05:14:00,Dana,Business,54100.00,Online,North,Rejected
L0285,Receive documents,2025-02-13 01:16:00,Ana,Business,54100.00,Online,North,Rejected
L0285,Request documents,2025-02-13 03:41:00,Dana,Business,54100.00,Online,North,Rejected
L0285,Receive documents,2025-02-22 07:08:00,Ben,Business,54100.00,Online,North,Rejected
L0285,Assess credit,2025-02-23 16:41:00,Farah,Business,54100.00,Online,North,Rejected
L0285,Manual review,2025-02-26 07:42:00,Gil,Business,54100.00,Online,North,Rejected
L0285,Reject application,2025-02-27 19:43:00,Farah,Business,54100.00,Online,North,Rejected
L0286,Submit application,2025-06-15 12:00:00,Portal,Auto,35000.00,Online,East,Approved
L0286,Check completeness,2025-06-15 18:14:00,Chen,Auto,35000.00,Online,East,Approved
L0286,Request documents,2025-06-15 23:56:00,Ana,Auto,35000.00,Online,East,Approved
L0286,Receive documents,2025-06-17 13:08:00,Dana,Auto,35000.00,Online,East,Approved
L0286,Assess credit,2025-06-17 22:57:00,Eli,Auto,35000.00,Online,East,Approved
L0286,Approve application,2025-06-18 03:11:00,Farah,Auto,35000.00,Online,East,Approved
L0286,Send offer,2025-06-18 04:34:00,Ana,Auto,35000.00,Online,East,Approved
L0286,Sign contract,2025-06-21 16:15:00,Chen,Auto,35000.00,Online,East,Approved
L0287,Submit application,2025-03-10 12:00:00,Dana,Mortgage,151200.00,Broker,South,Approved
L0287,Check completeness,2025-03-11 02:52:00,Dana,Mortgage,151200.00,Broker,South,Approved
L0287,Assess credit,2025-03-11 21:06:00,Eli,Mortgage,151200.00,Broker,South,Approved
L0287,Manual review,2025-03-13 10:05:00,Gil,Mortgage,151200.00,Broker,South,Approved
L0287,Approve application,2025-03-14 06:51:00,Eli,Mortgage,151200.00,Broker,South,Approved
L0287,Send offer,2025-03-14 14:23:00,Ben,Mortgage,151200.00,Broker,South,Approved
L0287,Sign contract,2025-03-17 23:48:00,Ben,Mortgage,151200.00,Broker,South,Approved
L0288,Submit application,2025-06-11 13:00:00,Portal,Auto,25700.00,Online,South,Approved
L0288,Check completeness,2025-06-12 05:40:00,Ana,Auto,25700.00,Online,South,Approved
L0288,Assess credit,2025-06-12 11:33:00,Farah,Auto,25700.00,Online,South,Approved
L0288,Approve application,2025-06-13 09:38:00,Eli,Auto,25700.00,Online,South,Approved
L0288,Send offer,2025-06-13 16:19:00,Dana,Auto,25700.00,Online,South,Approved
L0288,Sign contract,2025-06-19 13:28:00,Ana,Auto,25700.00,Online,South,Approved
L0289,Submit application,2025-01-16 12:00:00,Portal,Mortgage,204500.00,Online,West,Approved
L0289,Check completeness,2025-01-17 04:05:00,Ben,Mortgage,204500.00,Online,West,Approved
L0289,Request documents,2025-01-17 05:17:00,Chen,Mortgage,204500.00,Online,West,Approved
L0289,Receive documents,2025-01-20 06:11:00,Dana,Mortgage,204500.00,Online,West,Approved
L0289,Assess credit,2025-01-22 01:32:00,Eli,Mortgage,204500.00,Online,West,Approved
L0289,Manual review,2025-01-23 15:01:00,Gil,Mortgage,204500.00,Online,West,Approved
L0289,Approve application,2025-01-24 08:59:00,Eli,Mortgage,204500.00,Online,West,Approved
L0289,Send offer,2025-01-24 13:43:00,Ana,Mortgage,204500.00,Online,West,Approved
L0289,Sign contract,2025-01-27 15:37:00,Ben,Mortgage,204500.00,Online,West,Approved
L0290,Submit application,2025-04-29 11:00:00,Chen,Auto,28500.00,Broker,West,Rejected
L0290,Check completeness,2025-04-29 22:26:00,Chen,Auto,28500.00,Broker,West,Rejected
L0290,Reject application,2025-04-30 04:28:00,Ben,Auto,28500.00,Broker,West,Rejected
L0291,Submit application,2025-02-04 08:00:00,Portal,Personal,12400.00,Online,West,Approved
L0291,Check completeness,2025-02-05 05:27:00,Ben,Personal,12400.00,Online,West,Approved
L0291,Assess credit,2025-02-06 05:15:00,Farah,Personal,12400.00,Online,West,Approved
L0291,Approve application,2025-02-06 15:32:00,Eli,Personal,12400.00,Online,West,Approved
L0291,Send offer,2025-02-06 20:35:00,Chen,Personal,12400.00,Online,West,Approved
L0291,Sign contract,2025-02-09 20:05:00,Chen,Personal,12400.00,Online,West,Approved
L0292,Submit application,2025-06-11 09:00:00,Portal,Auto,18500.00,Online,East,Approved
L0292,Check completeness,2025-06-11 17:38:00,Ben,Auto,18500.00,Online,East,Approved
L0292,Assess credit,2025-06-12 04:47:00,Farah,Auto,18500.00,Online,East,Approved
L0292,Approve application,2025-06-12 23:21:00,Eli,Auto,18500.00,Online,East,Approved
L0292,Send offer,2025-06-13 01:03:00,Dana,Auto,18500.00,Online,East,Approved
L0292,Sign contract,2025-06-18 20:18:00,Ana,Auto,18500.00,Online,East,Approved
L0293,Submit application,2025-06-20 14:00:00,Ben,Personal,18600.00,Branch,North,Approved
L0293,Check completeness,2025-06-20 18:01:00,Ana,Personal,18600.00,Branch,North,Approved
L0293,Assess credit,2025-06-22 12:56:00,Eli,Personal,18600.00,Branch,North,Approved
L0293,Approve application,2025-06-23 02:52:00,Eli,Personal,18600.00,Branch,North,Approved
L0293,Send offer,2025-06-23 06:17:00,Ana,Personal,18600.00,Branch,North,Approved
L0293,Sign contract,2025-06-25 22:01:00,Ana,Personal,18600.00,Branch,North,Approved
L0294,Submit application,2025-04-20 16:00:00,Portal,Auto,20800.00,Online,East,Approved
L0294,Check completeness,2025-04-21 07:13:00,Ana,Auto,20800.00,Online,East,Approved
L0294,Assess credit,2025-04-23 01:54:00,Eli,Auto,20800.00,Online,East,Approved
L0294,Approve application,2025-04-23 17:08:00,Eli,Auto,20800.00,Online,East,Approved
L0294,Send offer,2025-04-24 00:50:00,Dana,Auto,20800.00,Online,East,Approved
L0294,Sign contract,2025-04-28 04:11:00,Dana,Auto,20800.00,Online,East,Approved
L0295,Submit application,2025-04-03 15:00:00,Dana,Personal,14600.00,Broker,South,Approved
L0295,Check completeness,2025-04-04 08:37:00,Chen,Personal,14600.00,Broker,South,Approved
L0295,Assess credit,2025-04-05 06:58:00,Eli,Personal,14600.00,Broker,South,Approved
L0295,Approve application,2025-04-05 15:52:00,Eli,Personal,14600.00,Broker,South,Approved
L0295,Send offer,2025-04-05 22:39:00,Chen,Personal,14600.00,Broker,South,Approved
L0295,Sign contract,2025-04-08 04:57:00,Chen,Personal,14600.00,Broker,South,Approved
L0296,Submit application,2025-01-24 08:00:00,Dana,Auto,20500.00,Branch,South,Approved
L0296,Check completeness,2025-01-24 22:09:00,Ana,Auto,20500.00,Branch,South,Approved
L0296,Assess credit,2025-01-25 07:09:00,Eli,Auto,20500.00,Branch,South,Approved
L0296,Approve application,2025-01-26 01:26:00,Farah,Auto,20500.00,Branch,South,Approved
L0296,Send offer,2025-01-26 04:17:00,Ben,Auto,20500.00,Branch,South,Approved
L0296,Sign contract,2025-01-27 05:27:00,Ben,Auto,20500.00,Branch,South,Approved
L0297,Submit application,2025-05-02 13:00:00,Chen,Personal,5500.00,Branch,South,Rejected
L0297,Check completeness,2025-05-02 21:21:00,Chen,Personal,5500.00,Branch,South,Rejected
L0297,Reject application,2025-05-02 22:56:00,Chen,Personal,5500.00,Branch,South,Rejected
L0298,Submit application,2025-06-29 10:00:00,Ana,Mortgage,176200.00,Broker,North,Approved
L0298,Check completeness,2025-06-30 05:40:00,Ben,Mortgage,176200.00,Broker,North,Approved
L0298,Assess credit,2025-07-01 17:09:00,Eli,Mortgage,176200.00,Broker,North,Approved
L0298,Manual review,2025-07-02 18:13:00,Gil,Mortgage,176200.00,Broker,North,Approved
L0298,Approve application,2025-07-02 23:25:00,Eli,Mortgage,176200.00,Broker,North,Approved
L0298,Send offer,2025-07-03 01:06:00,Dana,Mortgage,176200.00,Broker,North,Approved
L0298,Sign contract,2025-07-04 22:28:00,Ben,Mortgage,176200.00,Broker,North,Approved
L0299,Submit application,2025-06-04 12:00:00,Portal,Mortgage,262500.00,Online,East,Approved
L0299,Check completeness,2025-06-04 17:27:00,Ana,Mortgage,262500.00,Online,East,Approved
L0299,Assess credit,2025-06-05 03:46:00,Eli,Mortgage,262500.00,Online,East,Approved
L0299,Manual review,2025-06-07 22:07:00,Gil,Mortgage,262500.00,Online,East,Approved
L0299,Approve application,2025-06-08 04:45:00,Farah,Mortgage,262500.00,Online,East,Approved
L0299,Send offer,2025-06-08 09:47:00,Ben,Mortgage,262500.00,Online,East,Approved
L0299,Sign contract,2025-06-10 21:21:00,Ben,Mortgage,262500.00,Online,East,Approved
L0300,Submit application,2025-01-20 15:00:00,Portal,Mortgage,258300.00,Online,East,Rejected
L0300,Check completeness,2025-01-20 19:42:00,Chen,Mortgage,258300.00,Online,East,Rejected
L0300,Reject application,2025-01-21 03:06:00,Chen,Mortgage,258300.00,Online,East,Rejected
L0301,Submit application,2025-01-20 14:00:00,Portal,Auto,38800.00,Online,South,Approved
L0301,Check completeness,2025-01-20 18:49:00,Ben,Auto,38800.00,Online,South,Approved
L0301,Assess credit,2025-01-21 13:58:00,Eli,Auto,38800.00,Online,South,Approved
L0301,Approve application,2025-01-22 05:16:00,Eli,Auto,38800.00,Online,South,Approved
L0301,Send offer,2025-01-22 06:57:00,Chen,Auto,38800.00,Online,South,Approved
L0301,Sign contract,2025-01-27 18:17:00,Chen,Auto,38800.00,Online,South,Approved
L0302,Submit application,2025-02-22 14:00:00,Ben,Auto,28300.00,Branch,East,Rejected
L0302,Check completeness,2025-02-23 00:06:00,Ben,Auto,28300.00,Branch,East,Rejected
L0302,Assess credit,2025-02-24 04:10:00,Farah,Auto,28300.00,Branch,East,Rejected
L0302,Reject application,2025-02-25 14:21:00,Farah,Auto,28300.00,Branch,East,Rejected
L0303,Submit application,2025-06-24 11:00:00,Portal,Personal,4900.00,Online,North,Approved
L0303,Check completeness,2025-06-25 10:38:00,Chen,Personal,4900.00,Online,North,Approved
L0303,Assess credit,2025-06-25 20:03:00,Eli,Personal,4900.00,Online,North,Approved
L0303,Approve application,2025-06-26 00:34:00,Farah,Personal,4900.00,Online,North,Approved
L0303,Send offer,2025-06-26 04:35:00,Chen,Personal,4900.00,Online,North,Approved
L0303,Sign contract,2025-06-29 16:42:00,Ana,Personal,4900.00,Online,North,Approved
L0304,Submit application,2025-06-23 10:00:00,Dana,Personal,10600.00,Broker,West,Approved
L0304,Check completeness,2025-06-23 19:18:00,Ana,Personal,10600.00,Broker,West,Approved
L0304,Assess credit,2025-06-25 10:29:00,Farah,Personal,10600.00,Broker,West,Approved
L0304,Approve application,2025-06-26 06:32:00,Eli,Personal,10600.00,Broker,West,Approved
L0304,Send offer,2025-06-26 11:35:00,Ana,Personal,10600.00,Broker,West,Approved
L0304,Sign contract,2025-06-30 05:32:00,Chen,Personal,10600.00,Broker,West,Approved
L0305,Submit application,2025-03-29 15:00:00,Ana,Auto,21800.00,Branch,West,Approved
L0305,Check completeness,2025-03-30 02:23:00,Ana,Auto,21800.00,Branch,West,Approved
L0305,Assess credit,2025-03-31 12:46:00,Farah,Auto,21800.00,Branch,West,Approved
L0305,Approve application,2025-04-01 02:38:00,Farah,Auto,21800.00,Branch,West,Approved
L0305,Send offer,2025-04-01 05:18:00,Ana,Auto,21800.00,Branch,West,Approved
L0305,Sign contract,2025-04-02 10:02:00,Chen,Auto,21800.00,Branch,West,Approved
L0306,Submit application,2025-01-21 12:00:00,Ben,Mortgage,388000.00,Broker,West,Approved
L0306,Check completeness,2025-01-22 08:54:00,Ben,Mortgage,388000.00,Broker,West,Approved
L0306,Assess credit,2025-01-24 07:48:00,Farah,Mortgage,388000.00,Broker,West,Approved
L0306,Manual review,2025-01-26 11:52:00,Gil,Mortgage,388000.00,Broker,West,Approved
L0306,Approve application,2025-01-26 17:30:00,Farah,Mortgage,388000.00,Broker,West,Approved
L0306,Send offer,2025-01-26 20:57:00,Chen,Mortgage,388000.00,Broker,West,Approved
L0306,Sign contract,2025-01-29 08:50:00,Chen,Mortgage,388000.00,Broker,West,Approved
L0307,Submit application,2025-04-11 08:00:00,Portal,Auto,35200.00,Online,North,Rejected
L0307,Check completeness,2025-04-12 00:06:00,Ben,Auto,35200.00,Online,North,Rejected
L0307,Request documents,2025-04-12 05:40:00,Ana,Auto,35200.00,Online,North,Rejected
L0307,Receive documents,2025-04-21 02:33:00,Dana,Auto,35200.00,Online,North,Rejected
L0307,Assess credit,2025-04-22 03:15:00,Farah,Auto,35200.00,Online,North,Rejected
L0307,Reject application,2025-04-23 01:35:00,Farah,Auto,35200.00,Online,North,Rejected
L0308,Submit application,2025-02-16 13:00:00,Portal,Personal,16800.00,Online,South,Approved
L0308,Check completeness,2025-02-17 08:33:00,Chen,Personal,16800.00,Online,South,Approved
L0308,Request documents,2025-02-17 13:23:00,Chen,Personal,16800.00,Online,South,Approved
L0308,Receive documents,2025-02-19 08:34:00,Ben,Personal,16800.00,Online,South,Approved
L0308,Assess credit,2025-02-20 10:52:00,Eli,Personal,16800.00,Online,South,Approved
L0308,Approve application,2025-02-20 23:17:00,Farah,Personal,16800.00,Online,South,Approved
L0308,Send offer,2025-02-21 06:59:00,Ben,Personal,16800.00,Online,South,Approved
L0308,Sign contract,2025-02-26 16:19:00,Ben,Personal,16800.00,Online,South,Approved
L0309,Submit application,2025-05-11 14:00:00,Ben,Auto,30100.00,Branch,South,Approved
L0309,Check completeness,2025-05-12 13:31:00,Chen,Auto,30100.00,Branch,South,Approved
L0309,Assess credit,2025-05-13 12:05:00,Farah,Auto,30100.00,Branch,South,Approved
L0309,Approve application,2025-05-14 04:42:00,Eli,Auto,30100.00,Branch,South,Approved
L0309,Send offer,2025-05-14 12:13:00,Ben,Auto,30100.00,Branch,South,Approved
L0309,Sign contract,2025-05-18 03:07:00,Ana,Auto,30100.00,Branch,South,Approved
L0310,Submit application,2025-02-09 16:00:00,Ben,Mortgage,106100.00,Broker,South,Approved
L0310,Check completeness,2025-02-10 12:45:00,Chen,Mortgage,106100.00,Broker,South,Approved
L0310,Assess credit,2025-02-11 01:59:00,Eli,Mortgage,106100.00,Broker,South,Approved
L0310,Manual review,2025-02-13 07:26:00,Gil,Mortgage,106100.00,Broker,South,Approved
L0310,Approve application,2025-02-13 22:33:00,Eli,Mortgage,106100.00,Broker,South,Approved
L0310,Send offer,2025-02-14 00:01:00,Ben,Mortgage,106100.00,Broker,South,Approved
L0310,Sign contract,2025-02-18 13:20:00,Ana,Mortgage,106100.00,Broker,South,Approved
L0311,Submit application,2025-04-14 13:00:00,Dana,Personal,6900.00,Branch,East,Approved
L0311,Check completeness,2025-04-14 22:45:00,Ben,Personal,6900.00,Branch,East,Approved
L0311,Assess credit,2025-04-16 19:13:00,Farah,Personal,6900.00,Branch,East,Approved
L0311,Approve application,2025-04-17 03:18:00,Farah,Personal,6900.00,Branch,East,Approved
L0311,Send offer,2025-04-17 09:30:00,Chen,Personal,6900.00,Branch,East,Approved
L0311,Sign contract,2025-04-23 16:59:00,Ana,Personal,6900.00,Branch,East,Approved
L0312,Submit application,2025-02-15 11:00:00,Dana,Personal,8900.00,Branch,West,Approved
L0312,Check completeness,2025-02-16 00:58:00,Ben,Personal,8900.00,Branch,West,Approved
L0312,Request documents,2025-02-16 01:59:00,Chen,Personal,8900.00,Branch,West,Approved
L0312,Receive documents,2025-02-18 21:13:00,Dana,Personal,8900.00,Branch,West,Approved
L0312,Assess credit,2025-02-20 17:40:00,Eli,Personal,8900.00,Branch,West,Approved
L0312,Approve application,2025-02-21 03:27:00,Eli,Personal,8900.00,Branch,West,Approved
L0312,Send offer,2025-02-21 05:43:00,Chen,Personal,8900.00,Branch,West,Approved
L0312,Sign contract,2025-02-22 23:19:00,Ben,Personal,8900.00,Branch,West,Approved
L0313,Submit application,2025-03-10 11:00:00,Portal,Mortgage,383900.00,Online,North,Approved
L0313,Check completeness,2025-03-10 15:40:00,Chen,Mortgage,383900.00,Online,North,Approved
L0313,Assess credit,2025-03-11 05:06:00,Farah,Mortgage,383900.00,Online,North,Approved
L0313,Manual review,2025-03-12 12:54:00,Gil,Mortgage,383900.00,Online,North,Approved
L0313,Approve application,2025-03-13 02:48:00,Farah,Mortgage,383900.00,Online,North,Approved
L0313,Send offer,2025-03-13 06:40:00,Ana,Mortgage,383900.00,Online,North,Approved
L0313,Sign contract,2025-03-15 06:28:00,Ana,Mortgage,383900.00,Online,North,Approved
L0314,Submit application,2025-05-26 13:00:00,Chen,Personal,12800.00,Branch,West,Approved
L0314,Check completeness,2025-05-27 09:11:00,Ben,Personal,12800.00,Branch,West,Approved
L0314,Assess credit,2025-05-27 23:20:00,Farah,Personal,12800.00,Branch,West,Approved
L0314,Approve application,2025-05-28 05:18:00,Eli,Personal,12800.00,Branch,West,Approved
L0314,Send offer,2025-05-28 13:15:00,Ben,Personal,12800.00,Branch,West,Approved
L0314,Sign contract,2025-06-03 00:30:00,Chen,Personal,12800.00,Branch,West,Approved
L0315,Submit application,2025-06-20 14:00:00,Portal,Personal,9700.00,Online,North,Approved
L0315,Check completeness,2025-06-21 06:26:00,Dana,Personal,9700.00,Online,North,Approved
L0315,Assess credit,2025-06-22 07:24:00,Farah,Personal,9700.00,Online,North,Approved
L0315,Approve application,2025-06-23 03:10:00,Farah,Personal,9700.00,Online,North,Approved
L0315,Send offer,2025-06-23 10:17:00,Dana,Personal,9700.00,Online,North,Approved
L0315,Sign contract,2025-06-30 09:17:00,Dana,Personal,9700.00,Online,North,Approved
L0316,Submit application,2025-03-01 08:00:00,Portal,Mortgage,170900.00,Online,East,Approved
L0316,Check completeness,2025-03-02 07:07:00,Chen,Mortgage,170900.00,Online,East,Approved
L0316,Request documents,2025-03-02 09:14:00,Ana,Mortgage,170900.00,Online,East,Approved
L0316,Receive documents,2025-03-05 20:51:00,Chen,Mortgage,170900.00,Online,East,Approved
L0316,Assess credit,2025-03-06 18:36:00,Farah,Mortgage,170900.00,Online,East,Approved
L0316,Manual review,2025-03-08 09:08:00,Gil,Mortgage,170900.00,Online,East,Approved
L0316,Approve application,2025-03-08 22:24:00,Eli,Mortgage,170900.00,Online,East,Approved
L0316,Send offer,2025-03-09 05:38:00,Ben,Mortgage,170900.00,Online,East,Approved
L0316,Sign contract,2025-03-15 21:06:00,Ben,Mortgage,170900.00,Online,East,Approved
L0317,Submit application,2025-01-12 12:00:00,Portal,Personal,16500.00,Online,West,Approved
L0317,Check completeness,2025-01-13 02:36:00,Ben,Personal,16500.00,Online,West,Approved
L0317,Assess credit,2025-01-15 01:33:00,Eli,Personal,16500.00,Online,West,Approved
L0317,Approve application,2025-01-15 20:22:00,Farah,Personal,16500.00,Online,West,Approved
L0317,Send offer,2025-01-15 23:00:00,Ana,Personal,16500.00,Online,West,Approved
L0317,Sign contract,2025-01-20 01:05:00,Ana,Personal,16500.00,Online,West,Approved
L0318,Submit application,2025-03-24 13:00:00,Portal,Personal,8300.00,Online,South,Rejected
L0318,Check completeness,2025-03-25 09:49:00,Ben,Personal,8300.00,Online,South,Rejected
L0318,Assess credit,2025-03-26 12:33:00,Eli,Personal,8300.00,Online,South,Rejected
L0318,Reject application,2025-03-27 11:10:00,Farah,Personal,8300.00,Online,South,Rejected
L0319,Submit application,2025-05-04 13:00:00,Portal,Auto,30500.00,Online,West,Approved
L0319,Check completeness,2025-05-05 00:48:00,Chen,Auto,30500.00,Online,West,Approved
L0319,Assess credit,2025-05-06 18:04:00,Eli,Auto,30500.00,Online,West,Approved
L0319,Approve application,2025-05-07 14:36:00,Farah,Auto,30500.00,Online,West,Approved
L0319,Send offer,2025-05-07 19:41:00,Chen,Auto,30500.00,Online,West,Approved
L0319,Sign contract,2025-05-11 05:43:00,Ana,Auto,30500.00,Online,West,Approved
L0320,Submit application,2025-01-11 10:00:00,Chen,Mortgage,296000.00,Branch,West,Approved
L0320,Check completeness,2025-01-12 06:36:00,Chen,Mortgage,296000.00,Branch,West,Approved
L0320,Assess credit,2025-01-12 22:55:00,Farah,Mortgage,296000.00,Branch,West,Approved
L0320,Manual review,2025-01-14 13:14:00,Gil,Mortgage,296000.00,Branch,West,Approved
L0320,Approve application,2025-01-15 06:54:00,Farah,Mortgage,296000.00,Branch,West,Approved
L0320,Send offer,2025-01-15 11:49:00,Dana,Mortgage,296000.00,Branch,West,Approved
L0320,Sign contract,2025-01-20 19:14:00,Ben,Mortgage,296000.00,Branch,West,Approved
L0321,Submit application,2025-02-05 11:00:00,Portal,Business,47800.00,Online,West,Approved
L0321,Check completeness,2025-02-06 03:40:00,Dana,Business,47800.00,Online,West,Approved
L0321,Assess credit,2025-02-08 02:56:00,Eli,Business,47800.00,Online,West,Approved
L0321,Approve application,2025-02-08 08:42:00,Farah,Business,47800.00,Online,West,Approved
L0321,Send offer,2025-02-08 12:52:00,Chen,Business,47800.00,Online,West,Approved
L0321,Sign contract,2025-02-12 15:38:00,Ana,Business,47800.00,Online,West,Approved
L0322,Submit application,2025-04-24 14:00:00,Portal,Personal,18500.00,Online,South,Approved
L0322,Check completeness,2025-04-25 07:35:00,Chen,Personal,18500.00,Online,South,Approved
L0322,Assess credit,2025-04-26 12:46:00,Eli,Personal,18500.00,Online,South,Approved
L0322,Approve application,2025-04-27 11:06:00,Eli,Personal,18500.00,Online,South,Approved
L0322,Send offer,2025-04-27 18:05:00,Ben,Personal,18500.00,Online,South,Approved
L0322,Sign contract,2025-04-30 17:25:00,Dana,Personal,18500.00,Online,South,Approved
L0323,Submit application,2025-03-02 12:00:00,Ben,Mortgage,243300.00,Branch,West,Approved
L0323,Check completeness,2025-03-02 22:04:00,Ben,Mortgage,243300.00,Branch,West,Approved
L0323,Assess credit,2025-03-03 09:02:00,Farah,Mortgage,243300.00,Branch,West,Approved
L0323,Manual review,2025-03-05 21:11:00,Gil,Mortgage,243300.00,Branch,West,Approved
L0323,Approve application,2025-03-06 05:13:00,Eli,Mortgage,243300.00,Branch,West,Approved
L0323,Send offer,2025-03-06 08:23:00,Chen,Mortgage,243300.00,Branch,West,Approved
